City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
229,Sao Joao Da Barra,BR,2020-02-23 18:35:20,-21.64,-41.05,78.8,65,90,11.41,overcast clouds,0.0,0.0
230,Nalgonda,IN,2020-02-23 18:35:20,17.05,79.27,71.37,73,26,6.76,scattered clouds,0.0,0.0
231,Sambava,MG,2020-02-23 18:31:57,-14.27,50.17,74.84,99,100,0.83,light rain,0.0,0.0
232,Varkkallai,IN,2020-02-23 18:35:21,8.73,76.71,82.4,74,40,5.82,haze,0.0,0.0
233,Gat,IL,2020-02-23 18:35:21,31.61,34.76,59.0,77,75,3.36,broken clouds,0.0,0.0
234,Hapur,IN,2020-02-23 18:34:58,28.72,77.78,64.4,68,40,3.85,haze,0.0,0.0
235,Ust-Uda,RU,2020-02-23 18:35:22,54.17,103.03,3.42,99,32,2.26,scattered clouds,0.0,0.0
236,Puqi,CN,2020-02-23 18:35:22,29.72,113.88,58.1,81,68,3.04,broken clouds,0.0,0.0
237,Cabedelo,BR,2020-02-23 18:35:22,-6.98,-34.83,87.8,66,41,11.41,scattered clouds,0.0,0.0
238,Seoul,KR,2020-02-23 18:35:23,37.57,126.98,37.4,56,75,1.12,broken clouds,0.0,0.0
239,Mehamn,NO,2020-02-23 18:35:23,71.04,27.85,33.8,92,75,8.05,broken clouds,0.0,0.0
240,Bulungu,CD,2020-02-23 18:35:23,-4.55,18.6,75.96,84,100,4.16,light rain,0.0,0.0
241,Moindou,NC,2020-02-23 18:35:23,-21.69,165.68,71.6,78,75,3.24,broken clouds,0.0,0.0
242,Twin Falls,US,2020-02-23 18:31:24,42.56,-114.46,44.6,45,1,3.36,clear sky,0.0,0.0
243,Xihe,CN,2020-02-23 18:35:24,31.69,113.47,55.62,82,39,10.04,scattered clouds,0.0,0.0
244,Haflong,IN,2020-02-23 18:35:24,25.18,93.03,63.99,67,23,3.18,few clouds,0.0,0.0
245,Lompoc,US,2020-02-23 18:35:25,34.64,-120.46,62.01,71,90,13.87,overcast clouds,0.0,0.0
246,Vasilsursk,RU,2020-02-23 18:35:25,56.13,46.01,31.62,95,100,17.72,light snow,0.0,1.0
247,Zhigansk,RU,2020-02-23 18:35:25,66.77,123.37,-15.09,99,94,9.17,overcast clouds,0.0,0.0
248,Tazovskiy,RU,2020-02-23 18:31:48,67.47,78.7,27.97,90,100,18.1,overcast clouds,0.0,0.0
249,Salalah,OM,2020-02-23 18:35:29,17.02,54.09,77.0,73,0,3.36,clear sky,0.0,0.0
250,Kathmandu,NP,2020-02-23 18:31:34,27.72,85.32,50.0,87,20,2.24,few clouds,0.0,0.0
251,La Macarena,CO,2020-02-23 18:35:30,2.18,-73.78,83.86,75,96,3.02,moderate rain,0.0,0.0
252,Paamiut,GL,2020-02-23 18:32:15,61.99,-49.67,19.11,78,100,10.83,light snow,0.0,0.25
253,Anadyr,RU,2020-02-23 18:35:30,64.75,177.48,-20.0,75,0,2.24,clear sky,0.0,0.0
254,Guilin,CN,2020-02-23 18:35:31,25.28,110.29,55.4,100,40,3.18,mist,0.0,0.0
255,Altay,CN,2020-02-23 18:35:31,47.87,88.12,10.11,88,100,2.53,overcast clouds,0.0,0.0
256,Nemuro,JP,2020-02-23 18:35:31,43.32,145.57,28.53,78,58,22.68,broken clouds,0.0,0.0
257,Faya,SA,2020-02-23 18:35:32,18.39,42.45,66.2,39,72,6.93,broken clouds,0.0,0.0
258,Sable-Sur-Sarthe,FR,2020-02-23 18:35:32,47.84,-0.33,53.6,93,90,11.41,overcast clouds,0.0,0.0
259,Springdale,US,2020-02-23 18:35:32,36.19,-94.13,50.0,93,75,9.17,light rain,0.25,0.0
260,Tura,IN,2020-02-23 18:35:33,25.52,90.22,68.13,48,0,4.05,clear sky,0.0,0.0
261,Tynda,RU,2020-02-23 18:32:03,55.17,124.72,-3.32,97,89,2.71,overcast clouds,0.0,0.0
262,Bamora,IN,2020-02-23 18:35:33,24.06,78.09,64.81,48,0,6.82,clear sky,0.0,0.0
263,Karratha,AU,2020-02-23 18:35:34,-20.74,116.85,81.64,77,7,15.28,clear sky,0.0,0.0
264,Samfya,ZM,2020-02-23 18:35:34,-11.36,29.56,70.77,88,100,2.26,light rain,0.0,0.0
265,Doctor Arroyo,MX,2020-02-23 18:35:34,23.67,-100.18,72.19,35,0,5.35,clear sky,0.0,0.0
266,Rabaul,PG,2020-02-23 18:35:34,-4.2,152.17,83.95,77,40,15.7,scattered clouds,0.0,0.0
267,Palma Del Rio,ES,2020-02-23 18:35:35,37.7,-5.28,71.6,32,0,1.12,clear sky,0.0,0.0
268,Sao Miguel Do Araguaia,BR,2020-02-23 18:35:35,-13.28,-50.16,88.5,72,58,2.15,light rain,0.0,0.0
269,Turukhansk,RU,2020-02-23 18:35:35,65.82,87.98,12.92,94,100,12.12,light snow,0.0,0.75
270,Nouadhibou,MR,2020-02-23 18:35:35,20.93,-17.03,64.4,82,100,13.87,overcast clouds,0.0,0.0
271,Sao Jose Da Coroa Grande,BR,2020-02-23 18:35:37,-8.9,-35.15,82.22,75,13,10.71,few clouds,0.0,0.0
272,Kavieng,PG,2020-02-23 18:35:40,-2.57,150.8,84.34,72,49,11.52,scattered clouds,0.0,0.0
273,Santa Ana,US,2020-02-23 18:32:39,33.75,-117.87,64.0,59,75,3.36,broken clouds,0.0,0.0
274,Kasama,ZM,2020-02-23 18:35:40,-10.21,31.18,67.77,93,90,4.0,moderate rain,0.0,0.0
275,Chino Valley,US,2020-02-23 18:35:41,34.76,-112.45,48.0,75,90,14.99,overcast clouds,0.0,0.0
276,Sept-Iles,CA,2020-02-23 18:31:59,50.2,-66.38,37.0,80,75,4.7,broken clouds,0.0,0.0
277,Lac Du Bonnet,CA,2020-02-23 18:35:41,50.25,-96.06,36.0,75,70,17.0,light snow,0.0,0.69
278,Pavino,RU,2020-02-23 18:35:42,59.11,46.14,30.38,95,100,14.65,snow,0.0,1.69
279,Tessalit,ML,2020-02-23 18:35:42,20.2,1.01,81.7,11,27,7.14,scattered clouds,0.0,0.0
280,Terre Haute,US,2020-02-23 18:35:42,39.47,-87.41,55.0,46,1,8.05,clear sky,0.0,0.0
281,Rudnaya Pristan,RU,2020-02-23 18:35:43,44.36,135.81,18.14,72,100,7.38,overcast clouds,0.0,0.0
282,Novodugino,RU,2020-02-23 18:35:43,55.63,34.28,33.37,96,50,16.75,scattered clouds,0.0,0.0
283,Usinsk,RU,2020-02-23 18:35:43,65.99,57.53,28.51,89,100,29.53,light snow,0.0,0.13
284,Inuvik,CA,2020-02-23 18:35:44,68.35,-133.72,-4.0,76,75,5.82,light snow,0.0,0.0
285,Qasigiannguit,GL,2020-02-23 18:31:47,68.82,-51.19,-0.4,49,0,2.24,clear sky,0.0,0.0
286,Tam Ky,VN,2020-02-23 18:35:44,15.57,108.48,66.2,93,20,1.12,few clouds,0.0,0.0
287,Luebo,CD,2020-02-23 18:35:44,-5.35,21.42,72.5,89,100,2.24,overcast clouds,0.0,0.0
288,Rafaela,AR,2020-02-23 18:32:42,-31.25,-61.49,87.01,30,0,5.01,clear sky,0.0,0.0
289,Behbahan,IR,2020-02-23 18:35:45,30.6,50.24,71.6,59,71,1.25,broken clouds,0.0,0.0
290,Pontes E Lacerda,BR,2020-02-23 18:31:44,-15.23,-59.34,76.03,77,100,4.92,overcast clouds,0.0,0.0
291,Kieta,PG,2020-02-23 18:32:15,-6.22,155.63,81.1,78,81,7.0,moderate rain,0.0,0.0
292,Trinidad,BO,2020-02-23 18:32:39,-14.83,-64.9,80.6,54,90,13.87,overcast clouds,0.0,0.0
293,Marzuq,YE,2020-02-23 18:35:50,14.4,46.47,65.08,56,0,5.95,clear sky,0.0,0.0
294,Manzil Salim,TN,2020-02-23 18:35:50,35.86,8.48,55.4,26,0,3.36,clear sky,0.0,0.0
295,Warri,NG,2020-02-23 18:35:50,5.52,5.75,85.98,69,86,9.48,overcast clouds,0.0,0.0
296,Jibuti,DJ,2020-02-23 18:35:51,11.5,42.5,78.8,74,75,3.36,broken clouds,0.0,0.0
297,Zheleznodorozhnyy,RU,2020-02-23 18:34:45,55.75,38.0,37.0,86,67,8.95,broken clouds,0.0,0.0
298,Acari,PE,2020-02-23 18:35:51,-15.43,-74.62,78.08,59,76,10.8,broken clouds,0.0,0.0
299,Sao Felix Do Xingu,BR,2020-02-23 18:35:52,-6.64,-51.99,84.51,80,100,1.54,moderate rain,0.0,0.0
300,Aksarka,RU,2020-02-23 18:33:05,66.56,67.8,28.45,87,99,24.7,overcast clouds,0.0,0.0
301,Rakiv Lis,UA,2020-02-23 18:35:52,51.62,24.92,38.39,88,100,12.28,overcast clouds,0.0,0.0
302,Hermosa,PH,2020-02-23 18:35:52,14.85,120.48,77.0,83,40,4.7,scattered clouds,0.0,0.0
303,Darhan,MN,2020-02-23 18:35:53,49.49,105.92,12.04,85,100,4.14,overcast clouds,0.0,0.0
304,Shubarshi,KZ,2020-02-23 18:35:53,48.59,57.19,19.65,88,99,12.53,overcast clouds,0.0,0.0
305,Sukhumi,GE,2020-02-23 18:35:53,43.0,41.02,43.97,86,95,2.62,light rain,0.0,0.0
306,Setermoen,NO,2020-02-23 18:35:54,68.86,18.35,35.6,97,75,35.57,shower sleet,0.0,0.0
307,Santa Cruz,BO,2020-02-23 18:32:55,-17.8,-63.17,86.0,40,40,11.41,scattered clouds,0.0,0.0
308,Ambilobe,MG,2020-02-23 18:35:54,-13.2,49.05,78.1,89,100,1.36,overcast clouds,0.0,0.0
309,Daru,PG,2020-02-23 18:35:55,-9.08,143.21,76.6,94,100,4.76,overcast clouds,0.0,0.0
310,Galle,LK,2020-02-23 18:33:26,6.04,80.22,80.83,77,78,21.45,broken clouds,0.0,0.0
311,Changji,CN,2020-02-23 18:35:55,44.02,87.32,32.0,85,75,2.24,broken clouds,0.0,0.0
312,Sile,TR,2020-02-23 18:33:05,41.18,29.61,43.0,70,15,2.24,few clouds,0.0,0.0
313,Volary,CZ,2020-02-23 18:35:56,48.91,13.89,57.0,78,100,3.0,light rain,0.0,0.0
314,Parkersburg,US,2020-02-23 18:35:57,39.27,-81.56,55.0,25,90,14.99,overcast clouds,0.0,0.0
315,San Cristobal,VE,2020-02-23 18:36:00,7.77,-72.22,80.6,65,75,2.24,broken clouds,0.0,0.0
316,Sao Gabriel,BR,2020-02-23 18:36:00,-30.34,-54.32,81.28,32,0,8.19,clear sky,0.0,0.0
317,Shelburne,CA,2020-02-23 18:33:12,44.08,-80.2,46.4,42,40,16.11,scattered clouds,0.0,0.0
318,Vicam,MX,2020-02-23 18:36:01,27.63,-110.28,71.6,37,90,13.87,overcast clouds,0.0,0.0
319,Belyy Yar,RU,2020-02-23 18:36:01,53.6,91.39,12.2,85,9,2.15,clear sky,0.0,0.0
320,Medvedka,RU,2020-02-23 18:36:01,61.16,46.39,29.46,93,100,15.17,light snow,0.0,0.87
321,Aguimes,ES,2020-02-23 18:36:02,27.91,-15.45,80.01,31,55,4.7,haze,0.0,0.0
322,Bereda,ES,2020-02-23 18:36:00,43.27,-7.54,53.01,87,20,3.36,few clouds,0.0,0.0
323,Noormarkku,FI,2020-02-23 18:36:02,61.59,21.87,37.4,74,90,20.8,light intensity shower rain,0.0,0.0
324,Lavrentiya,RU,2020-02-23 18:36:02,65.58,-171.0,-9.58,77,16,5.1,few clouds,0.0,0.0
325,Pisco,PE,2020-02-23 18:36:03,-13.7,-76.22,78.01,30,40,10.29,scattered clouds,0.0,0.0
326,Suntar,RU,2020-02-23 18:36:03,62.14,117.63,-7.67,97,66,4.76,broken clouds,0.0,0.0
327,Beringovskiy,RU,2020-02-23 18:36:03,63.05,179.32,-13.83,87,17,2.01,few clouds,0.0,0.0
328,Nova Cruz,BR,2020-02-23 18:36:04,-6.48,-35.43,87.8,62,46,14.99,scattered clouds,0.0,0.0
329,Grand Gaube,MU,2020-02-23 18:31:36,-20.01,57.66,77.0,88,75,4.7,broken clouds,0.0,0.0
330,Buala,SB,2020-02-23 18:36:04,-8.14,159.59,80.01,84,19,5.95,light rain,0.0,0.0
331,Porto Belo,BR,2020-02-23 18:36:04,-27.16,-48.55,78.01,23,75,9.17,broken clouds,0.0,0.0
332,Motygino,RU,2020-02-23 18:36:05,58.18,94.76,18.57,96,100,2.42,overcast clouds,0.0,0.0
333,Badnawar,IN,2020-02-23 18:36:05,23.02,75.22,66.2,72,20,6.93,haze,0.0,0.0
334,Mokhsogollokh,RU,2020-02-23 18:36:05,61.47,128.92,-7.62,95,95,3.24,overcast clouds,0.0,0.0
335,Xuddur,SO,2020-02-23 18:36:06,4.12,43.89,80.11,24,67,11.23,broken clouds,0.0,0.0
336,Grand-Santi,GF,2020-02-23 18:36:06,4.25,-54.38,93.58,44,78,4.0,light rain,0.0,0.0
337,Marsh Harbour,BS,2020-02-23 18:36:08,26.54,-77.06,67.98,65,79,17.81,light rain,0.0,0.0
338,Alice Springs,AU,2020-02-23 18:35:28,-23.7,133.88,71.6,30,25,6.93,scattered clouds,0.0,0.0
339,Honiara,SB,2020-02-23 18:36:11,-9.43,159.95,77.0,94,20,2.24,few clouds,0.0,0.0
340,Hamilton,US,2020-02-23 18:31:24,39.18,-84.53,50.0,39,90,9.17,overcast clouds,0.0,0.0
341,Aklavik,CA,2020-02-23 18:36:11,68.22,-135.01,-4.0,76,75,6.93,broken clouds,0.0,0.0
342,Raudeberg,NO,2020-02-23 18:36:11,61.99,5.14,35.6,71,75,20.8,light rain,0.51,0.0
343,Mendeleyevsk,RU,2020-02-23 18:36:12,55.91,52.29,28.4,79,40,17.9,shower snow,0.0,0.0
344,Hami,CN,2020-02-23 18:33:29,42.8,93.45,29.95,56,53,1.68,broken clouds,0.0,0.0
345,Pindwara,IN,2020-02-23 18:33:08,24.8,73.07,59.81,50,0,2.51,clear sky,0.0,0.0
346,Mbanza-Ngungu,CD,2020-02-23 18:36:12,-5.25,14.87,74.52,87,100,7.81,light rain,0.0,0.0
347,Samdrup Jongkhar,BT,2020-02-23 18:36:13,26.92,91.62,51.24,64,27,4.7,scattered clouds,0.0,0.0
348,Margate,GB,2020-02-23 18:32:30,51.38,1.39,48.99,72,20,10.29,few clouds,0.0,0.0
349,Lewisporte,CA,2020-02-23 18:36:13,49.25,-55.05,35.6,55,40,20.8,scattered clouds,0.0,0.0
350,Beloha,MG,2020-02-23 18:36:14,-25.17,45.05,77.16,87,53,1.74,light rain,0.0,0.0
351,Kloulklubed,PW,2020-02-23 18:36:14,7.04,134.26,78.8,88,75,11.41,broken clouds,0.0,0.0
352,Illertissen,DE,2020-02-23 18:36:14,48.22,10.1,57.99,50,100,33.33,overcast clouds,0.0,0.0
353,Beaufort,MY,2020-02-23 18:36:15,5.35,115.75,78.8,88,75,10.29,broken clouds,0.0,0.0
354,Puerto Princesa,PH,2020-02-23 18:36:15,9.74,118.74,77.0,83,40,6.93,scattered clouds,0.0,0.0
355,Pradera,CO,2020-02-23 18:36:15,3.42,-76.24,86.0,51,75,2.24,haze,0.0,0.0
356,Cairns,AU,2020-02-23 18:31:18,-16.92,145.77,79.0,94,75,6.93,moderate rain,0.89,0.0
357,Port Lincoln,AU,2020-02-23 18:36:16,-34.73,135.87,66.18,78,79,4.99,broken clouds,0.0,0.0
358,Redlands,US,2020-02-23 18:31:40,34.06,-117.18,66.2,76,75,5.61,broken clouds,0.0,0.0
359,Geraldton,AU,2020-02-23 18:36:16,-28.77,114.6,73.4,88,0,2.24,clear sky,0.0,0.0
360,Tateyama,JP,2020-02-23 18:36:17,34.98,139.87,44.6,39,20,10.29,few clouds,0.0,0.0
361,Honnali,IN,2020-02-23 18:36:19,14.25,75.67,70.7,35,73,5.48,broken clouds,0.0,0.0
362,San Pedro Buenavista,MX,2020-02-23 18:36:21,16.08,-93.12,84.2,45,20,9.17,few clouds,0.0,0.0
363,Yichang,CN,2020-02-23 18:36:21,30.71,111.28,54.66,89,24,2.17,few clouds,0.0,0.0
364,Krasnyy Chikoy,RU,2020-02-23 18:36:21,50.36,108.75,2.08,97,98,0.63,overcast clouds,0.0,0.0
365,Mattru,SL,2020-02-23 18:36:22,7.62,-11.83,87.3,62,37,11.21,scattered clouds,0.0,0.0
366,Namatanai,PG,2020-02-23 18:36:22,-3.67,152.43,83.73,73,55,10.02,broken clouds,0.0,0.0
367,Haapiti,PF,2020-02-23 18:36:22,-17.57,-149.87,84.2,70,20,2.24,few clouds,0.0,0.0
368,Ukiah,US,2020-02-23 18:31:39,39.15,-123.21,59.0,58,1,4.76,clear sky,0.0,0.0
369,Wanxian,CN,2020-02-23 18:36:23,30.8,108.39,53.35,79,100,1.57,overcast clouds,0.0,0.0
370,Arona,ES,2020-02-23 18:36:23,28.1,-16.68,75.2,29,90,13.87,haze,0.0,0.0
371,Ponta Do Sol,PT,2020-02-23 18:36:23,32.67,-17.1,70.0,52,20,18.34,few clouds,0.0,0.0
372,Anamur,TR,2020-02-23 18:36:24,36.08,32.84,50.0,93,40,5.82,scattered clouds,0.0,0.0
373,Sao Geraldo Do Araguaia,BR,2020-02-23 18:36:24,-6.4,-48.55,83.88,73,42,6.8,moderate rain,0.0,0.0
374,Constitucion,CL,2020-02-23 18:36:24,-35.33,-72.42,64.58,70,26,6.02,scattered clouds,0.0,0.0
375,Grindavik,IS,2020-02-23 18:33:14,63.84,-22.43,33.8,64,75,13.87,broken clouds,0.0,0.0
376,Sorland,NO,2020-02-23 18:36:25,67.67,12.69,33.8,86,90,44.96,light shower snow,0.0,0.0
377,Prince Rupert,CA,2020-02-23 18:36:25,54.32,-130.32,37.4,74,90,2.24,light rain,0.0,0.0
378,La Linea,AR,2020-02-23 18:36:25,-27.62,-55.04,84.0,55,100,1.99,overcast clouds,0.0,0.0
379,Sinazongwe,ZM,2020-02-23 18:36:26,-17.26,27.46,81.84,77,86,5.48,light rain,0.0,0.0
380,Sumbuya,SL,2020-02-23 18:36:26,7.65,-11.96,87.3,62,37,11.21,scattered clouds,0.0,0.0
381,Chapais,CA,2020-02-23 18:33:05,49.78,-74.85,35.6,64,1,6.93,clear sky,0.0,0.0
382,Lagoa,PT,2020-02-23 18:36:27,39.05,-27.98,60.24,78,15,11.54,few clouds,0.0,0.0
383,Whyalla,AU,2020-02-23 18:36:29,-33.03,137.58,68.0,72,83,5.82,broken clouds,0.0,0.0
384,Punta De Piedra,VE,2020-02-23 18:36:31,7.62,-71.49,87.04,50,97,4.99,overcast clouds,0.0,0.0
385,San Antonio,US,2020-02-23 18:33:08,29.42,-98.49,71.6,68,90,13.87,overcast clouds,0.0,0.0
386,Pitimbu,BR,2020-02-23 18:36:32,-7.47,-34.81,87.8,66,43,11.41,scattered clouds,0.0,0.0
387,Moron,AR,2020-02-23 18:36:32,-34.65,-58.62,80.01,47,75,5.82,broken clouds,0.0,0.0
388,Kiama,AU,2020-02-23 18:36:32,-34.68,150.87,69.01,77,90,5.82,overcast clouds,0.0,0.0
389,Yar-Sale,RU,2020-02-23 18:33:05,66.83,70.83,30.34,85,100,24.94,overcast clouds,0.0,0.0
390,Massaguet,TD,2020-02-23 18:36:33,12.48,15.44,86.0,11,0,8.05,clear sky,0.0,0.0
391,Mogoytuy,RU,2020-02-23 18:36:33,51.28,114.92,7.11,81,0,8.93,clear sky,0.0,0.0
392,Bardiyah,LY,2020-02-23 18:36:33,31.76,25.09,55.33,66,37,17.4,light rain,0.0,0.0
393,Energetik,RU,2020-02-23 18:36:33,51.74,58.79,21.63,92,100,10.65,overcast clouds,0.0,0.0
394,Divnomorskoye,RU,2020-02-23 18:36:34,44.5,38.14,44.91,80,100,23.6,light rain,0.0,0.0
395,Lloydminster,CA,2020-02-23 18:34:14,53.28,-110.0,21.2,57,20,11.41,few clouds,0.0,0.0
396,Hualmay,PE,2020-02-23 18:36:34,-11.1,-77.61,81.93,50,34,10.89,scattered clouds,0.0,0.0
397,Diapaga,BF,2020-02-23 18:36:35,12.07,1.79,91.31,10,0,7.65,clear sky,0.0,0.0
398,Rio Claro,BR,2020-02-23 18:36:35,-22.41,-47.56,82.4,58,75,4.7,broken clouds,0.0,0.0
399,Port-Cartier,CA,2020-02-23 18:36:35,50.03,-66.87,37.0,80,75,4.7,broken clouds,0.0,0.0
400,Palmer,US,2020-02-23 18:36:35,42.16,-72.33,54.0,27,20,11.41,few clouds,0.0,0.0
401,Nyurba,RU,2020-02-23 18:36:36,63.28,118.33,-9.81,98,59,3.67,broken clouds,0.0,0.0
402,Halifax,CA,2020-02-23 18:32:52,44.65,-63.57,46.99,52,20,13.87,few clouds,0.0,0.0
403,Bellavista,PE,2020-02-23 18:36:36,-7.06,-76.59,62.6,100,40,4.7,scattered clouds,0.0,0.0
404,Gambela,ET,2020-02-23 18:36:36,8.25,34.58,85.6,22,46,2.86,scattered clouds,0.0,0.0
405,Palasbari,IN,2020-02-23 18:36:37,26.14,91.55,68.0,88,40,3.44,mist,0.0,0.0
406,Neiafu,TO,2020-02-23 18:36:41,-18.65,-173.98,78.8,94,40,4.7,scattered clouds,0.0,0.0
407,Juruti,BR,2020-02-23 18:36:41,-2.15,-56.09,88.34,63,98,4.23,light rain,0.0,0.0
408,Deputatskiy,RU,2020-02-23 18:36:42,69.3,139.9,-21.32,96,31,3.2,scattered clouds,0.0,0.0
409,Pecos,US,2020-02-23 18:36:42,31.42,-103.49,59.0,54,1,20.29,clear sky,0.0,0.0
410,Sioux Lookout,CA,2020-02-23 18:36:42,50.1,-91.92,33.8,93,90,8.05,light snow,0.0,0.0
411,Satna,IN,2020-02-23 18:36:42,24.58,80.83,66.74,53,21,3.91,few clouds,0.0,0.0
412,Tulln,AT,2020-02-23 18:31:47,48.33,16.06,64.99,55,95,21.92,overcast clouds,0.0,0.0
413,Henties Bay,NA,2020-02-23 18:36:43,-22.12,14.28,64.0,91,0,5.01,clear sky,0.0,0.0
414,Solnechnyy,RU,2020-02-23 18:36:43,50.72,136.63,1.42,89,24,1.3,few clouds,0.0,0.0
415,Ossora,RU,2020-02-23 18:36:43,59.24,163.07,-1.91,83,100,6.15,overcast clouds,0.0,0.0
416,Impfondo,CG,2020-02-23 18:36:44,1.64,18.07,79.11,72,91,2.89,overcast clouds,0.0,0.0
417,Oranjemund,NA,2020-02-23 18:36:44,-28.55,16.43,74.73,46,0,16.89,clear sky,0.0,0.0
418,Zyryanka,RU,2020-02-23 18:36:44,65.75,150.85,-11.97,98,100,1.23,overcast clouds,0.0,0.0
419,Wagar,SD,2020-02-23 18:36:44,16.15,36.2,75.76,48,34,13.73,scattered clouds,0.0,0.0
420,Manggar,ID,2020-02-23 18:33:27,-2.88,108.27,82.0,80,3,12.59,light rain,0.0,0.0
421,Am Timan,TD,2020-02-23 18:36:45,11.03,20.28,86.27,12,0,5.73,clear sky,0.0,0.0
422,Phek,IN,2020-02-23 18:36:46,25.67,94.5,48.4,91,11,1.1,few clouds,0.0,0.0
423,Kisanga,TZ,2020-02-23 18:36:46,-7.44,37.7,75.67,93,100,3.65,light rain,0.0,0.0
424,Tiznit,MA,2020-02-23 18:36:46,29.58,-9.5,71.94,13,0,16.6,clear sky,0.0,0.0
425,Bambous Virieux,MU,2020-02-23 18:36:46,-20.34,57.76,77.0,88,75,4.7,broken clouds,0.0,0.0
426,Ariquemes,BR,2020-02-23 18:36:01,-9.91,-63.04,68.85,98,100,0.94,light rain,0.0,0.0
427,Dong Hoi,VN,2020-02-23 18:33:21,17.48,106.6,63.14,92,0,1.54,clear sky,0.0,0.0
428,Oum Hadjer,TD,2020-02-23 18:36:49,13.3,19.7,80.98,10,0,12.66,clear sky,0.0,0.0
429,Acarau,BR,2020-02-23 18:36:51,-2.89,-40.12,85.75,69,85,4.65,light rain,0.0,0.0
430,Portland,US,2020-02-23 18:36:52,45.52,-122.68,48.99,66,75,20.8,light rain,0.3,0.0
431,Chabahar,IR,2020-02-23 18:36:52,25.29,60.64,71.01,75,0,5.64,clear sky,0.0,0.0
432,Port Moresby,PG,2020-02-23 18:36:43,-9.44,147.18,75.2,100,90,5.82,overcast clouds,0.0,0.0
433,Manta,EC,2020-02-23 18:36:52,-0.95,-80.73,84.2,74,40,6.93,scattered clouds,0.0,0.0
434,Baringo,KE,2020-02-23 18:36:53,0.47,35.97,77.72,49,31,3.78,scattered clouds,0.0,0.0
435,Kharp,RU,2020-02-23 18:36:53,66.8,65.81,22.28,96,96,15.14,overcast clouds,0.0,0.0
436,Pandamatenga,BW,2020-02-23 18:36:53,-18.53,25.63,80.6,69,75,4.7,broken clouds,0.0,0.0
437,Ust-Omchug,RU,2020-02-23 18:34:05,61.15,149.63,-23.64,100,100,2.62,overcast clouds,0.0,0.0
438,Soe,ID,2020-02-23 18:36:54,-9.86,124.28,75.88,89,58,3.4,broken clouds,0.0,0.0
439,Cidreira,BR,2020-02-23 18:36:54,-30.18,-50.21,71.91,62,1,12.26,clear sky,0.0,0.0
440,La Ronge,CA,2020-02-23 18:36:54,55.1,-105.28,28.4,58,20,8.05,few clouds,0.0,0.0
441,Wuwei,CN,2020-02-23 18:36:55,37.93,102.64,33.08,38,89,0.58,overcast clouds,0.0,0.0
442,Zherdevka,RU,2020-02-23 18:36:55,51.85,41.46,32.13,98,100,14.23,snow,0.0,1.75
443,Rey Bouba,CM,2020-02-23 18:36:55,8.67,14.18,86.7,10,0,2.95,clear sky,0.0,0.0
444,Texarkana,US,2020-02-23 18:34:24,33.43,-94.05,55.0,71,90,8.05,overcast clouds,0.0,0.0
445,Nizhniy Odes,RU,2020-02-23 18:36:56,63.64,54.86,26.6,89,100,16.37,light snow,0.0,0.19
446,Bull Savanna,JM,2020-02-23 18:36:56,17.89,-77.59,79.86,62,20,4.41,light rain,0.0,0.0
447,Aksum,ET,2020-02-23 18:36:56,14.12,38.72,64.78,53,0,6.71,clear sky,0.0,0.0
448,Keti Bandar,PK,2020-02-23 18:32:20,24.14,67.45,73.2,60,0,10.4,clear sky,0.0,0.0
449,Smithers,CA,2020-02-23 18:32:42,54.78,-127.17,23.0,73,90,3.91,overcast clouds,0.0,0.0
450,Balkanabat,TM,2020-02-23 18:36:57,39.51,54.37,49.48,67,0,0.98,clear sky,0.0,0.0
451,Usvyaty,RU,2020-02-23 18:37:02,55.75,30.75,35.4,81,99,11.97,overcast clouds,0.0,0.0
452,Nivala,FI,2020-02-23 18:37:03,63.92,25.0,30.99,90,86,7.0,overcast clouds,0.0,0.0
453,Roald,NO,2020-02-23 18:35:40,62.58,6.13,35.6,74,75,9.17,shower rain,0.0,0.0
454,Waterloo,CA,2020-02-23 18:37:03,43.47,-80.52,46.0,52,1,14.99,clear sky,0.0,0.0
455,Oksbol,DK,2020-02-23 18:37:03,55.63,8.29,42.01,75,100,16.11,light rain,0.0,0.0
456,Hofn,IS,2020-02-23 18:37:04,64.25,-15.21,33.8,47,20,18.34,few clouds,0.0,0.0
457,Xichang,CN,2020-02-23 18:37:04,27.9,102.26,38.62,80,1,6.51,clear sky,0.0,0.0
458,Roberval,CA,2020-02-23 18:37:04,48.52,-72.23,36.0,59,75,10.29,broken clouds,0.0,0.0
459,Piacabucu,BR,2020-02-23 18:37:04,-10.41,-36.43,85.37,69,9,10.94,light rain,0.0,0.0
460,Teguldet,RU,2020-02-23 18:37:05,57.31,88.17,14.04,97,94,2.98,overcast clouds,0.0,0.0
461,Camopi,GF,2020-02-23 18:37:05,3.17,-52.32,86.97,63,52,5.75,light rain,0.0,0.0
462,Razdolnoye,RU,2020-02-23 18:37:05,43.55,131.92,26.6,68,100,2.24,overcast clouds,0.0,0.0
463,Mopti,ML,2020-02-23 18:37:05,14.67,-4.0,96.8,6,21,18.34,few clouds,0.0,0.0
464,Tadine,NC,2020-02-23 18:37:06,-21.55,167.88,75.02,81,41,7.16,light rain,0.0,0.0
